provider,function,memory,parameter,timestamp,duration,status,id,billed_duration,billed_units,cost,extra
Microsoft,matrix1024,1024,500,2018-04-24T12:36:52.884Z,1627,0,fe76081f-a682-458c-b21c-6219ab4b2eb9,1627,1,2.60E-05,{}
Microsoft,matrix1024,1024,600,2018-04-24T12:36:58.261Z,3826,0,0b7b5eab-5bb3-4778-bffd-240e5235d195,3826,3,6.12E-05,{}
Microsoft,matrix1024,1024,700,2018-04-24T12:37:08.721Z,8191,0,6fdbf4af-010c-49c3-9c8e-e7b4762edf8c,8191,8,0.000131056,{}
Microsoft,matrix1024,1024,800,2018-04-24T12:37:26.573Z,15684,0,ec507180-f032-4adc-bc9c-1e7abcf06f21,15684,15,0.000250944,{}
Microsoft,matrix1024,1024,900,2018-04-24T12:37:50.757Z,22239,0,773fa43a-7e08-47c1-99d2-aeb04f9b534a,22239,22,0.000355824,{}
Microsoft,matrix1024,1024,1000,2018-04-24T12:38:23.644Z,31252,0,2752616c-99de-40dd-a03f-e1cafeba2ab4,31252,31,0.000500032,{}
Microsoft,matrix2048,2048,100,2018-04-24T12:40:34.326Z,27,0,ef08a789-2189-4f4b-8753-15f99d6bf312,27,0,8.64E-07,{}
Microsoft,matrix2048,2048,200,2018-04-24T12:40:36.089Z,146,0,0a9fd4b8-1add-4605-8072-2bfb589952c2,146,0,4.67E-06,{}
Microsoft,matrix2048,2048,300,2018-04-24T12:40:38.078Z,362,0,3fb1be18-600b-49a8-bd7d-a19fb7d5d381,362,0,1.16E-05,{}
Microsoft,matrix2048,2048,400,2018-04-24T12:40:41.141Z,883,0,15ed1ede-e516-48f6-842c-a3af50fb9973,883,1,2.83E-05,{}
Microsoft,matrix2048,2048,500,2018-04-24T12:40:44.425Z,1640,0,4236beec-4c88-47ac-9fe3-6598fda3c3e6,1640,3,5.25E-05,{}
Microsoft,matrix2048,2048,600,2018-04-24T12:40:49.021Z,2922,0,e192451e-ea5f-426b-b711-194f7faf86fd,2922,5,9.35E-05,{}
Microsoft,matrix2048,2048,700,2018-04-24T12:40:57.752Z,6816,0,3cca585c-10a4-4b5c-9b09-d3d52206f3c8,6816,13,0.000218112,{}
Microsoft,matrix2048,2048,800,2018-04-24T12:41:15.183Z,15159,0,cc7160f0-336a-42fc-8285-b43a14a98ff1,15159,30,0.000485088,{}
Microsoft,matrix2048,2048,900,2018-04-24T12:41:40.841Z,24015,0,1d1af955-748a-4b0d-a177-f3d2eef7e5a3,24015,48,0.00076848,{}
Microsoft,matrix2048,2048,1000,2018-04-24T12:41:42.424Z,31530,0,081e824a-15ac-444c-93d9-39860afb881d,31530,63,0.00100896,{}
Google,matrix128,128,100,2018-04-24T14:59:51.268784008Z,378,0,jaq8vygeghv4,400,0,8.25E-07,{}
Google,matrix128,128,200,2018-04-24T14:59:53.970107762Z,1063,0,jaq89oftn1ko,1100,0,2.27E-06,{}
Google,matrix128,128,300,2018-04-24T14:59:58.273112386Z,2641,0,jaq8yefzl7pe,2700,0,5.57E-06,{}
Google,matrix128,128,400,2018-04-24T15:00:06.573754085Z,6055,0,jaq8zloq2pmg,6100,0,1.26E-05,{}
Google,matrix128,128,500,2018-04-24T15:00:23.5748765Z,14727,0,jaq834vlp2y5,14800,1,3.05E-05,{}
Google,matrix128,128,600,2018-04-24T15:01:04.970887002Z,39039,0,jaq8suod90i2,39100,4,8.06E-05,{}
Google,matrix128,128,700,2018-04-24T15:02:08.569525924Z,61858,0,jaq8edhtu6qz,61900,7,0.000127669,{}
Google,matrix128,128,800,2018-04-24T15:03:47.271778194Z,96440,0,jaq8527nt5y2,96500,12,0.000199031,{}
Google,matrix128,128,900,2018-04-24T15:04:06.607760965Z,15140,0,mn2kptbeemyo,15200,1,3.14E-05,{}
Google,matrix128,128,1000,2018-04-24T15:07:36.971040329Z,208329,0,jaq8pjldukpb,208400,26,0.000429825,{}
Google,matrix256,256,100,2018-04-24T15:16:48.896099995Z,204,0,w2l426wfnuvg,300,0,1.24E-06,{}
Google,matrix256,256,200,2018-04-24T15:16:50.894966355Z,349,0,w2l4e3ukl4sy,400,0,1.65E-06,{}
Google,matrix256,256,300,2018-04-24T15:16:53.807862041Z,1234,0,w2l42zotckc1,1300,0,5.36E-06,{}
Google,matrix256,256,400,2018-04-24T15:16:59.497345598Z,3460,0,w2l43l3lyqr4,3500,0,1.44E-05,{}
Google,matrix256,256,500,2018-04-24T15:17:08.704988228Z,7455,0,w2l40rvmpx09,7500,1,3.09E-05,{}
Google,matrix256,256,600,2018-04-24T15:17:29.907306027Z,19023,0,w2l4ohs3bmmh,19100,4,7.88E-05,{}
Google,matrix256,256,700,2018-04-24T15:18:01.389788383Z,29797,0,w2l4qokwh1et,29800,7,0.000122925,{}
Google,matrix256,256,800,2018-04-24T15:18:40.809263507Z,37763,0,w2l49tx5ahn8,37800,9,0.000155925,{}
Google,matrix256,256,900,2018-04-24T15:19:35.790687826Z,53202,0,w2l4n5r07jpp,53300,13,0.000219862,{}
Google,matrix256,256,1000,2018-04-24T15:20:00.297665001Z,20960,0,okclfqw8xsm3,21000,5,8.66E-05,{}
Google,matrix512,512,100,2018-04-24T15:25:40.068939467Z,27,0,kj23wf94q4bm,100,0,8.25E-07,{}
